Text,Aspect,Sentiment_Score,,,,
"if i took it in the mornings with a meal. sometimes ,not all time my blood pressure 

did not lower like it should,so i took it at night, with a bigger meal.that seem to help, because during the day i seem to have a problem but not as often.",atenolol,-5,,,,
"used to put clindamycin lotion on face every morning after cleansing to create an antibiotic shield to protect skin from contamination that might aggravate acne ... that, plus the birth control pills taken during 20's and 30's likely

aggravated immune system and underlying candidiasis overpopulation which had been

life-long but not diagnosed until age 50 ... anyway, went through chemotherapy at age 40 ... thyroid pooped-out, which required commencement of lifelong thyroid hormone supplementation ... now realize how it is all connected - have gotten off

antibiotics altogether, gone organic in diet and products (toiletries, household

products) and feel good at ten-year-wellness anniversary since cancer diagnosis  :o)",cleocin,-2,,,,
"I started on the usual dosage of 25mg in the morning and evening, then after 2 weeks increased it to 50mg twice a day.  Most people stay at this level, however, I seem to have a very high metablisim when it comes to medication, and anything I've taken for migraines always has to be increased beyond normal dosage in order to work.  Therefore, my neurologist increased the dosage to 200 mg a day, and after about a year when that no longer worked, we went to 300mg a day, which I know is high for used in migraine treatment. However, I've been on almost every migraine medication there is over the years, and there is nothing else that works.  I'm hoping for more breakthroughs in migraine research, before I end up at 400mg a day and forget half my vocabulary!",topamax,5,,,,
"I switched from Zoloft to Wellbutrin because it seemed like Zoloft was increasing my appetite a lot. I originally was treated with Zoloft for a severe episode of depression. After switching to Wellbutrin and taking it for a few months I continued to experience the original relief I had gotten from depression by taking Zoloft. It is possible however that I no longer needed anti-depressants. 

I stopped taking Wellbutrin b/c while taking it, a few times a day I would feel pretty strange physically for a few moments. I found this frightening so I didn't want to continue taking it.",wellbutrin,-2,,,,
I took the Protonix once a day approxiamtely 30 minutes before eating breakfast.,protonix,0,,,,
"Pill taken 1/day for life.   Dosage must be monitored over time and may need to be adjusted.  May take several different dosages to be tried before optimal perscription is determined for your body.   Also, in filling the perscription specify non-generic.",levoxyl,2,,,,
"Insert one ring for three weeks, then take out for one week. I do know someone with a blood clot that could've lead to a stroke or heartattack while using.",nuvaring,0,,,,
"I was told to take one or 1/2 tablet approximately 30 minutes before undergoing an event that I predicted would inflict anxiety.  My stress was effectively reduced during family meals and going out to restaurants.  However, I took 1/2 tablet before receiving a vaccination shot and, although I did not pass out as usual, I still became lightheaded and dizzy as a result of the needle.  Perhaps a whole tablet would have eliminated these effects.  In the end, I couldn't get used to feeling like I was on drugs while trying to work, drive, etc. so I decided to not refill my prescription and began seeing my therapist more often instead.",xanax,1,,,,
"Before the treatment, I had noticed my skin was becoming dull and a bit leathery, and some wrinkles were setting in to my forehead. This is all substantially improved, and I'm so glad I shelled out for this cream.",differin,2,,,,
"I have been on this medication, at this dosage for a few years now, and it works great. No side effects at the 100 mg per day dose but I still get the benefits of help with mood swings and appetite control.",wellbutrin,8,,,,
I take Byetta imj twice a day before meals and metformin morning and night.  The Lipitor is taken at night and the synthroid in the am before meals.  My A1c is 5.2 and have kept off of insulin for 4 years.  Diet and exercise have also factored into the treatment.  I am totally under control.,metformin,0,,,,
I was instructed to tae the drug 3 times a day infintely,glucophage,0,,,,
"Climara is meant to be used with a complementary progesterone subscription. I took  it in pill form. Now I am planning to try Amberen, a natural supplement which is supposed to balance the endocrine system. Got my fingers crossed!",climara,1,,,,
"One pill daily to reduce bad cholesterol with no side effects, I didn't really change my diet and the simvastatin reduced cholesterol by 13-15%. I get yearly blood test to see if it effected my liver and so far have had no problems.",zocor,-3,,,,
"Taken first thing with glass of water and no food for 30 minutes. Doctor did not see the connection between cough and Synthroid,(chest Xray came back fine) however as it did bother my stomach briefly at time of dosing, I decided it might be affecting the stomach lining. Recently towards late afternoon or before retiring will take Tagamet or some generic stomach med. I DO NOT experience heartburn, however, this routine seems to reduce the embarrassing cough significantly. This was my own resolution after trying many allergy medicines once or twice which did not stop the cough at all. Was also given sample of Advair which I did not use due to negative side effects I read about on internet before using. I am seeking a more natural and effective solution to replace the Synthroid with something that will treat source of low thyroid as well as the symptoms.",synthroid,14,,,,
I started on effexor after a serious suicide attempt following chronic sleep deprevation.  The trazadone was quickly added.  I effectively slept and within several weeks of taking both medications (taking the effexor and trazadone at bedtime) found my depression relieved.,effexor,2,,,,
explained above,tri-luma,0,,,,
"I am writing this having just been back to the GP's as I did not think it was working as well as it could do according to other reports. He raised me up to 40mg from an initial dose of 20mg. 

As you can see I have listed a lot of side effects, although to be honest these were not a problem and mostly gone by 10days of treatment. That is until I got raised to 40mg and now they are back with a vengeance. 

However, if it helps with the depression it will be worth it. I have my tablet with food as otherwise I get a dodgy stomach, but for some people they may need to take it without food for the same reason. Again, if it makes you tired, take on an evening, if it keeps you awake then take on the morning.",citalopram,6,,,,
"Benicar/HCT was taken once a day due to my blood pressure being high.  It did help control my blood pressure, if I ever forgot to take it I could feel the results - headache, etc.  When I first began taking it I felt really tired all the time but eventually got used to it.  I started losing weight (not because of the medication, I was actually trying to lose weight) and my potassium got so low that my physician took me off of the HCT part and started me just on the Benicar 40 mg daily.  I am still taking potassium pills until my labs show that my potassium is okay.",benicar-hct,-5,,,,
"Applied whenever I had a flare-up with a thin layer of the Protopic ointment. 

Please educate yourself and try many other alternatives before even considering using this product. I have used it for many years and regret it after learning about all the harmful side effects.",protopic,-3,,,,
"Got on Yasmin to weaken my flow, my acne from the previous pill went away (ortho tri clyclen-lo), everything seemed great. I was slightly discouraged about my weight gain, a few pounds here and there, but 2 years later I am 40lbs heavier than I was when I started this pill. I do not solely blame the pill for this but I can imagine it has aided me in packing on the pounds. I exercise regularly and try to watch what I put in my mouth. I have random weird mood-swings that only seem to be getting worse. I stopped taking this pill the other day because I couldnt stand always being tired, fatigued, moody, and the headaches were unbearable. I have had a few since that day but hopefully everything will start to get better. I am looking for alternative pills because most of them make my acne really bad, and I have never had acne as a teenager. My mothers friends daughter was only on this pill 3 months and had liver problems. My health isnt worth it. I would rather bleed for 8-9 days than possibly die. Be careful ladies.",yasmin,-2,,,,
See treatment benefits above. I take my daily dose of Zetia shortly after having my breakfast.,zetia,2,,,,
"The Atacand worked well IF taken routinely without skipping days.  It takes a while for the regulation to start, ie, you can't begin from scratch taking the Atacand the first morning and expect proper blood pressure regulation that afternoon.  Doesn't work that quickly.  There is a tendency, after taking the medication consistently and seeing your pressure get well under control, to think that maybe you can stop or at least taper off of the Atacand.  One may try this but will find that the best regimen is consistency.  It did work well for me and keeps me under 120/80.",atacand,0,,,,
My doctor said the Labyrinthitis is usually preceded by a cold and fluid collects in the inner portion of the ear and causes the dizziness/vomiting.  The treatment was symptom relief (using the Meclizine) and the fluid gradually absorbs.,antivert,0,,,,
"ruled out zoloft as it gave me diareahea when Itook it several years ago for panic attacks .The zoloft did stop the panic attacks,however. So Istarted on paxal for 3 months .felt somewhat better but slowed down or groggy.I decided the side effects were counter productive to what I needed in an antidepressant. Iasked to try wellbutrin. And felt the above mentioned benefits. I stared on the extended release then switched to generic and 2x a day dosing as the generic was much cheaper.I felt no difference between name brand and generic. Ihad no weight loss side effect.",wellbutrin,-5,,,,
The infection was mostly cleared up.  For a few weeks I felt as though I still had a bit of an infection or it was coming back.  But after a while that went away.,amoxil,-3,,,,
just swallow one capsule three times per day,zovirax,0,,,,
I was taking benadryl prior to zyrtec. I found that benadryl was way too drowsy and zyrtec isn't. I take zyrtec in the morning and it alleviates my symptoms. My doctor said it was better to take it at night because it might cause drowsiness. I find it easier to take in the morning because I usually forget at night. I find it to be very effective in alleviating most symptoms.,zyrtec,3,,,,
Took 1 pill at bedtime,ambien-cr,0,,,,
I initially applied a thumbnail size dab every other evening as advised before bedtime and then after about two weeks I began applying it daily. The medication was too harsh.,retin-a,-2,,,,
I must take it daily and can not just quit suddenly. I must phase off if necessary.,desyrel,0,,,,
One pill a day for 21 days before a 7 day placebo.,ortho-tri-cyclen,0,,,,
Above.,topamax,0,,,,
"Starting with the first day of menstruation as  day 1, a daily dose of 150 mg is taken from day 5 to 9 of the monthly cycle. Chlomiphene citrate does first suppress estrogen in the womens body therefore the body reacts with an increased effort to build estrogen. After day 9 the increased effort to build estrogen comes  effectiv in the ovaries producing more ovuls.",clomid,2,,,,
50mg nightly,trazodone,0,,,,
"i was seen in the doctor's office for a swollen lymph node in my groin.  at first i was told to use warm compresses; this didn't work, so they put me on an antibiotic (keflex) and within 2 days i had broken out into hives all over my torso, and the lymph node did not decrease at all in size.  it was still red, swollen, and painful.  i then heard about lymph drainage, done by a certified massage therapist.  went for one session.  by the end of the session, my lymph node was smaller, no longer red, and no longer painful; within a day after the session, the lymph node was no longer swollen.",keflex,1,,,,
She has suffered from chronic joint pain and several dilocated or sublaxed bones and joints through out her life.   About 18 months ago an orthopedic doctor treating her for another ligament injury looked at her history and saw a pattern and sent her to a geneticist who made a clinical diagnosis after doing some test.  She was diagnosed with Ehlers-Danlos syndrome type 3. She was then referred to the pain clinic to get some help with the increasing pain from her condition.  Their she met an anastheologist who prescribed Lyrica.  She was started on a low dose and increased gradually and after some trial and error settled on 100 mg 2xday.  The higher dose made her too spacey and light headed.,lyrica,-9,,,,
"When I started using Duac (at bedtime) it made my face red, dry, and it peeled.  A great back-to-school look! I play outdoor sports and know I am suppose to wear suncreen but now all suncreens make my face burn(sting) more so I can't tolerate sunscreen.  The slight sunburn is actually less painful.  My acne seemed to heal the first 1-2 weeks and then it flaired up. It still flares but less frequently with less spots and heals faster.  Biggest problem is that it's like bleach on my navy pillowcase and I have ruined a lot of dark colored towels",duac,-1,,,,
I worry about taking a pill for acid reflux because I read a study that says that this type of medication can also leach the calcium out of your system.  I am 49 and have a family history of osteoporosis so this concerns me.  I have been tested for osteoporosis and my bone density and strength is within normal limits.,prilosec,-2,,,,
I wanted to lose the weight within a month time to prepare for a wddings.. i was in a size 12 and have noticed the change already,adipex-p,0,,,,
I took 100mg  Fluvoxamine about an hour before bed each night.  I continue to take it nightly.,fluvoxamine,0,,,,
"This nasal spray helped me control my allergies and sinus problems for the time I was taking it, however as soon as I stopped taking it all of my symptoms came back immediately. I don't think this drug is a ""quick fix"" that you can use for a few days and then stop...I think it is something you have to take continuously to get the full benefits.",flonase,-2,,,,
Use once daily at nighe before bed on problem area and any part of face for anti aging.,retin-a-micro,-3,,,,
"I was to take 1 pill in the morning after breakfast, then 1 at night before I go to bed. I am to take it for 6 months as a test. The generic was a cheaper version for my parents.",fexofenadine,0,,,,
"Grew up poor so I didn't have insurance or a regular doctor to diagnose me.  Lived with bipolar, adhd and mild OCD my entire life.  Now that I have found out about all of my issues, I have been working with a good doctor who can ""fix me.""  I never been this clear headed and happy since I was a child.  Having these diseases without medication can ruin your life, your relationships, work, education, marriage etc.  I can only go from this day forward and I plan on making it the best life possible.  I will have to be on medication for the rest of my life.",adderall,3,,,,
"The patient was given a daily dose.  After transfer to a care facility, the regimentation in taking the dose was firmly set in place.  Staff medical personnel on site did not observe any benefits, and as a result, after about 6 months the prescription was terminated. During the time the drug was used, there was a patient review every other week to ascertain whether there seemed to be any improvement in the patient.  Memory tests were administered and one-on-one interviews were executed by medical personnel.  The results of the memory testing showed no net improvement nor was there any identifiable changes that might be considered positive.  Ultimately her psychiatrist in consultation with the family decided that the drug did not seem to provide any net gain.",aricept,7,,,,
I was to take this medication once a day.  At one time the dosage was increased to 50mg but with the decrease in my libido and too much grogginess in the morning my dosage was reduced to 25mg.  This seemed to do well in helping me to sleep better.,trazodone,5,,,,
Doctor said to discontinue.,tirosint,0,,,,
"I was given one month's free sample of Evista by my doctor.  I took one 60 mg pill each morning with 600 mg Calcium with Vitamin D as directed by my doctor.  I also walk 30 minutes daily on my treadmill, again at my Dr.'s direction.  I refilled the presciption at a local discount ""member's only"" store and paid $106 for one month of the drug. I have since purchased the drug on line for about half the cost.  Once I receive it, I will resume taking the drug.  Looks like I'll have about a two week vacation.  Biggest concerns about taking this drug are blood clots and stroke.  You are not allowed to smoke and alcohol consumption needs to be kept to a low level because it's not good for the bones. Other lifestlye issues related to healthy bones are followed.",evista,3,,,,
"Patient mood was extremely low when treatment was started. Initial dose was 5mg, increasing to 10mg after 1 week. Started taking in the morning but caused too much drowsiness therefore changed to take in the evening",citalopram,0,,,,
take  100 mg tab bid after eating and at least 30 minutes before going to bed in pm,doxycycline,0,,,,
"Lyrica is a good drug for pain in my hand/arm after an accident. If I dont take this drug my symptoms will only get worse. Complex Regional Pain Syndrome has changed my life, for I cant work anymore.",lyrica,-6,,,,
"Take 1 tablet at bedtime, if needed, for headache.",flexeril,-2,,,,
"I was sent by my general practitioner for an endoscopy 3 months (Dec '07) after giving up Fosamax, results of which showed irritation of end of esophagus tube where it joins my stomach.  I was prescribed Nexium for the condition, and after taking for 3-4 months, the symptoms finally disappeared.  I would NEVER take Fosamax or any alendronate based or similar drug again.",fosamax,-1,,,,
"The treatment includes Wellbutrin XL 300 mg.  This is a time released tablet and delivers medication during the day.  In addition, I would take Lexapro 5 to 10 mg for the aggitation and racing thoughts.  This was really helpful with anger and outbursts.  If I had trouble sleeping I would take Trazadone 10 mg at night, and if I did not have it I would take Simply Sleep or Tylenol PM, but only one tablet.  Sometimes I would cut the Trazadone in half for a 5 mg dose.  I have had low grade anxiety and depression for many years.  I have been menopausal for 4 years.  I have a lot of stress in my life with two teenage boys and we live in a high end community outside D.C. with cut throat competition on every corner.",wellbutrin-xl,-8,,,,
"Since insurance only covers 2 per week and the doctor doesn't want me to take it too ofter for fear of rebound headaches, I generally wait until the headache is fairly bad and is interfering with my ability to work.  I will frequently take Tramadol, ibuprofen, naproxen, or acetophenamin earlier. These work maybe 25% of the time, or take the pain down enough so that I can avoid taking the tripan.",zomig,-7,,,,
"I am very delighted with the medecine, to the point where I feel addicted to it and don't ever want to go without it again. My skin feels much smoother, with almost no blemishes, except duting PMS times. I also feel like I look younger and healthier due to renuwed skin.",tazorac,7,,,,
"At bedtime, wash face with mild cleanser. Apply duac gel (pea size), follow with anti-aging over-the-counter moisturizing cream. Wash again in the morning (or else the Duac will bleach clothing), follow with SPF 30 moisturizer, and makeup as needed. Acne lesions which are dry and crusty were treated with a dab of topical neosporin ointment to speed healing.",duac,0,,,,
"take one pill every morning, do not eat fatty foods or rich foods especially later in the day. Important to take the medicine early in the day, when I first started taking the medicine I wasnt told that and I didnt see much a change in the heartburn or other symptoms.After a couple months the doctor on a followup visit avised me to take them in the morning before I eat anything. That made a huge difference in how effective the drug was on my system.",nexium,3,,,,
"wellbutrin 300 mg x1 daily combined with a daily multi vitamin plus exercise routine added daily. wellbutrin does come in generic but not in the xr formula so i still have to buy name brand.  i hope they come out with a generic equal to the original soo,",wellbutrin,3,,,,
"each night, after washing face and drying face, apply/dab a tiny amount and spread thinly on the entire face, avoiding the eye and the mouth area.  My cosmetic surgeon advised me that i could apply moisturizer or a night cream immediately after applying Tazorac on face at night.

Every morning, it is extremely important to avoid sun exposure so application of a facial product that contains spf of at least spf 15 is done to the face.",tazorac,1,,,,
very good drug i think,lexapro,3,,,,
I take BP medicine 1 time per day each day. I take at night due to issues with drowsiness. Thyroid medicine is taken 1 time per day in the morning. MD recommended Synthroid rather than generic form,synthroid,2,,,,
"I was prescribed Metrogel for my moderate case of Rosacia. I took the prescription for almost

9 months. I applied a thin layer daily after washing my face in the evenings. After 9 months I

expected to see a slight difference in appearance of my skin, but did not. The only noticeable

affect I saw was how dry my skin became. And with it being a very expensive product, I 

was very disappointed.",metrogel,0,,,,
I was prescribed with Seroquel after I was released from hospital after a period of deep depression to help me to sleep better and stop me from becoming hypomanic.,seroquel,3,,,,
"After the initial dosage taken (described above), I reduced the dosage to just one tablet (25 mg) but I increased the frequency to one tablet every two hours.  I figured this would be equivalent to the recommended directions of 2 tablets every 4 hours but I spread the tablets out to keep the effects of the medication fresh.  I also learned not to take this medication on an empty stomach.  It worked since I did not suffer any nausea, drowsiness, dry mouth, or upset stomach.",benadryl,5,,,,
500mg twice a day for injuries....then 500mg here and there for spot pain reduction.  I used after deep physical therapy work that may make my pain worse - seemed pretty effective.,naproxen,-6,,,,
"Once I started taking Lyrica, it took a couple of weeks to gain full advantage of its benefits. Originally, I has been places on a dose of 200mg three times a day, which I believe what was recommended for fibromyalgia. The resultant relief of pain was pretty good. However, I found myself very tired and mentally dull. I switched doctors and was given the reduced dosage of 75mg. twice a day. Although my pain relief results have not been as good, I do still have some relief while at the same time being able to be more alert and functional.",lyrica,5,,,,
You take 200mg tablets twice a day for 3 days,trimethoprim,0,,,,
"I took  mcg. of Levoxyl for 6 years after being on Armour Thyroid for 17 years.

Nodules grew back and did not feel like my self. Back on Armour for just 5 days and feel so much better. INSIST ON GETTING ARMOUR. FORGET LEVOXYL AND SYTHROID. THOSE DRUGS DID NOT WORK FOR ME.",levoxyl,-1,,,,
"Given for depression as a sample.  began with 30 mg but due to the side effects the dr. decreased it to half a capsule sprinkled on food.  was still too strong.  didn't feel as good as far as my moods/depression go, and still felt the jitters.  Didn't feel as drowsy. I suspect that I could tolerate this medication after the side effects subsided or decreased after a few weeks, but because I work I couldn't wait...I would have been jittery and yet like a zombie for work and that was not an option",cymbalta,6,,,,
I am only at the end of my 3d week but i feel like i have no control over my appetite. I feel so hungry all the time and no matter how much I eat I cant get full. Be aware. Also always being tired doesnt help.,yasmin,5,,,,
"The treatment plan was realy bad. Although i had gone from crazy back to normal again over an 8 day period i was then made to take the drug for another 9 and a half months there after.



This drug should be used as needed e.g taken to stop being crazy, and then stopped once patient has returned to normal state NOT any longer!



I was basicly druged up to the eye balls an lost almost a year of my life.",risperdal,-10,,,,
I started taking 50 mg. of Zoloft for about a month while my doctor monitored me.  And then he gradually increased the dosage.,zoloft,1,,,,
The treatment details using the combination of Biaxin and Flagyl together was to assist in the eradication of the cell wall deficient bacteria called Borrelia Burgdorferi. The Flagyl was prescribed to be taken in a five hundred milligram dose twice a day with food as was the same for Biaxin.,biaxin,-2,,,,
"The drug prevents elevated IOP (intraocular pressure) the higher the IOP, the greater the likelihood of optic nerve damage, which can lead to vision loss and potential blindness.",lumigan,0,,,,
"91.37 mg alendronate sodium taken once weekly with a full glass of water stabilized bone density, but did not increase bone density over a three year period.",fosamax,-1,,,,
"She sees people and hears music that others do not see or hear, therefore takes risperdal when symptoms are too difficult to manage to be a competent spouse, parent and professional.  Talk therapy combined with medication monitoring supported by Risperdal each night helped to improve self confidence and reduce paranoia.",risperdal-consta,9,,,,
"I started the medicine 8-10 years ago and took the medicine religously to begin with. Took about 4 weeks to really make a difference. However, did notice change after only a couple weeks. I slack off many times and after a day or two of missed pills I notice dizziness and mild headache plus some nausea. Not good to do, but it happens. After being on the medicine as many years as I have, I don't think it is as effective as others may be, but I have tried many...Prozac,Zoloft and numerous others I don't remember the name of and nothing worked as well for me as Paxil..Another note is that anxiety runs in my family and a few aunts and uncles in my family have had the same good luck with Paxil. I often wonder since we are related if it treats something in our brain the same as it seems to work for this family??? Something to think about if you know someone else in your family that suffers from depression or other mental illness.",paxil-cr,-5,,,,
"Not sure what this section requires ? It's a straight forward case of pain relief in response to the flu virus.  the symptoms and the side effects became inter-twined, so it was not apparent that this drug was causing a reaction and worse than that I continued taking it as I became more and more ill.  This is an over the counter drug, I would have appreciated more information from my pharmacist.  I have tried to tell as many people as possible about what happened. After I have stopped taking the treatment I am left with a susceptibility to asthmatic type symptoms, it was also scary as I instinctively knew I was getting worse and became concerned something very serious was going on. I have never experience that type of ""illness"" before, normally I take time out and get well... this was an eye-opener.",motrin,-8,,,,
"I get Polymorphous Light Eruption (PMLE) each year when I go to Cancun on vacation in March.  It is a very painful, itchy rash (appears like a heat rash) which I get reagardless of sunblock usage.  This is apparently a fairly common condition in women of fair complexion (like me) who go to very sunny areas after a long period of no sun exposure.  It began happening when I was in my 20's and it took several years (and the Internet as well as a dermatologist) to diagnose what was happening.  Since then, the use of Predisone (beginning 4 days before my vacation and slowly decreasing the dosage over a period of 8 days) has prevented the rash and mad my vacations a success!",prednisone,-3,,,,
"i started using 1 pill in the morning for a week, and then when i increase to 2 pills i had a bad allergic reaction to it , so i had to stop, but it did work for the time i was using it",concerta,-4,,,,
Initially 100mg twice daily followed by 50mg twice daily,minocycline,0,,,,
Not sure what this means - I take a single dose in the AM and try to avoid trigger foods/beverages like chocolate and caffeine.,protonix,3,,,,
prescribe to take two times per day.  found once per day was effective and still had significant side effects.  cannot imagine the effects with twice the dose.  Supposed to take for 3 months but discontinued after 14 days due to side effects and not really needing medication anymore.  still smoke free.,chantix,4,,,,
Since Nov 2007 I have been taking Lybrel to avoid my period. According to the manufacturer it is normal to have spotting for the first 6-12 month. I had many days of spotting until this July- so for 8 month. Since this August I had no more bleeding.,lybrel,0,,,,
"Initially, I took one tablet every night. I noticed that my allergy symptoms improved quickly. I could reduce my asthma inhalants as well, since it was improving with the reduction of my allergy symptoms. When the symptoms were alleviated, I took one tablet as needed, which was infrequently.",xyzal,4,,,,
"taken in conjunction with talk therapy, and behavioral therapy,",lamictal,0,,,,
I took the drug as prescribed but as noted above was not successful at quitting smoking.,chantix,-3,,,,
"I refused the drug treatments suggested by my neurologist. The potential side effects were just to much for my taste. As a Pharmacist, I've opted for 2 different treatments. One is a product called Solleve, which are vibrating insoles for your shoes. I have found some relief as well as reversal of my condition after 2 weeks of treatment. I also put myself on a daily specific vitamin regimen. I am also going to add a product called the ReBuilder to my therapy.",diovan,-1,,,,
The dermatologist would see me every other week for and check my cystic acne. The medical tech. person would first check me and ask questions regarding any changes in what I was doing and how the medication was working and if there were any side effects.  The dermatologist would then come into the room and check my cystic acne. The dermatologist would then ask if I was doing anything different and then would ask if I was taking my medication and ask if I was on any other medications.  He wouild ask if there were any bad side effects to the medication and then would give me another prescription for another round of medication treatment. This would go on for about one year of visits and prescriptions.  There was not any change in the cystic acne of any great degree.,erythromycin,-6,,,,
I took meloxicam once a day with food for almost three months.,mobic,0,,,,
"Started at 25mg 2x a day for several days and started titrating up by adding 25mg to the evening dose every 3-4 days, depending on how I felt.  Got up to 100 mg. a day for the first year.  After moving and talking to my new doctor, she suggested increasing the dose to see if I could have less migraines than the 10-12 I was having so I titrated up to 200mg a day and my migraines went down to 8 a month.",topamax,0,,,,
"After years of trying drugs to relieve what appeared to be allergies and sinus problems, a test was done on the pressure in the ear itself revealing defective Eustachean Tubes. FloNase was prescribed along with Claritin D (as needed) to keep any symptoms away as well as prevent patient's constant symptoms and painful infections.",flonase,-8,,,,
"Took 300 mg three times daily, doctor wanted to increase but side effects too severe.  I could barely function on what was prescribed.",neurontin,-1,,,,
"Although this drug did alleviate my hair loss it only lessened my depression,  exhaustion, and weight gain. I still have difficulty with concentration and memory and experience ""brain fog"" every day. My endocrinologist says my dose is perfect based on my blood test results but my symptoms persist.",synthroid,2,,,,
Only required to take it once a day with meals,citalopram,0,,,,
"Two weeks out of the month I take 20 mg, every morning. I start on a Sunday a week before my menstrual cycle. Finish up the months' treatment 14 days later. ( which ends on a Saturday )",sarafem,0,,,,
"I started receiving Premarin 0.9 mg immediately after a complete hysterectomy. After it became effective, I was reduced to a dosage of 0.625 mg and it works just fine.",premarin,2,,,,
"I suffered with mild acne and many whiteheads that were resistant to all other topical and antibiotic treatment. My dermatologist was reluctant to prescribe Accutane as I had a mild acne but eventually let me try a course at the lowest dose (0.5/mg/kg). I had 2 courses of treatment with Accutane. The first time it was highly effective (side effects were tolerable and worth it as I got great results) so I stopped after 4 months. after about a year the acne returned (much less than previously) so I took another course and after that it was definitely gone. 

There are side effects but if you can tolerate them, it is a very effective treatment.

I had to do a pregnancy test prior to starting each course and full blood test and had to take oral contraceptives throughout the treatment as there is a risk of birth defects. I also had to see dermatologist every 2 weeks initially then monthly and have my blood tests repeated.

Tretment was very expensive (including cost of drugs, blood tests, consultation fees) but worth it.",sotret,2,,,,
"Had to discontinue using, took almost 2 weeks for the rash to finally dissipate.",dilantin,-2,,,,
"I took the every evening every 24 hours for 14 days, according to my doctor's instructions.  He did not want me to ""mix antihistamines"" and even though I thought Benadryl might be more effective, I didn't want a drug that would make me that sleepy and also that I would have to take every 6 hours, as opposed to every 24 hours.  I would have prefferred a Xyzal dose that i could take every 12 hours, and then i could use benadryl at night without worrying about mixing anti-histamines, but since this was not possible I just used the Xyzal plus topical antihistamine creme on site of bug bite.",xyzal,-3,,,,
"'Heart failure' probably due to muscle wastage, as concurrentl seen in external muscles, as a result of malabsorption leading to gross malnutrition. Change successfully effected with food intolerance testing and susequent dietary reform.",prinivil,3,,,,
"This lotion was applied to cleansed skin topically twice a day for a period of one year.  The result was the drying of and reduction of very bad acne and skin boil breakouts with the side effect of red, dried and slightly sensitive skin.  This was reduced by using a non allergenic topical skin moisturizer which alleviated the side effects",klaron,-3,,,,
See above as that thoroughly explains everything.,wellbutrin,0,,,,
"One active tablet administered daily from the 1st day through the 21st day of the menstrual cycle, counting the first day of menstrual flow as ""Day 1"" followed by one green inactive tablet daily for 7 days. Tablets are taken without interruption for 28 days. After 28 tablets have been taken, a new course is started the next day.



NOTE: in addition to 0.180 mg - 0.250 mg norgestimate each pill also contains 0.035 mg ethinyl estradiol",ortho-tri-cyclen,-1,,,,
Post laser surgery.  I had Fraxel Re:pair laser done. I quit the drug as soon as somebody told me I looked like a Zombie.,xanax,2,,,,
"i take it in the morning. i COULD go about 700 calories a day with this pill but to make sure my metabolism doesn't get messed up, i try to eat about 1200. and i'm still losing weight. i would reccomend this to younger users, but over the age of 18 only.",meridia,-5,,,,
"I started with 2.5 mg 3x a day and gradually increased the dosage, then to 5mg 3 x a day and now I am doing the best at 10 mg. 3 x a day.  I will stay here at 30mg. total for the day.  They say no more than 60mg. a day but I am happy with 30mg for now.",ritalin,8,,,,
"One shot in the upper arm every three months, that's it!",depo-provera,0,,,,
I Got synovectomy done of my left knee joint plannig for right knee jointalso,methotrexate,0,,,,
"After washing my face with my long-term personal choice of face wash (Alpha Hydrox foaming face wash) and using a Strident sensitive skin cleaning pad, I would apply the Noritate cream sparingly over the rash under my nose at night.  (Note:  I did not use the tetracycline during this time, as I knew it was not an acne-related outbreak.)",noritate,0,,,,
I have no special treatment details except taking recommended dose on time and not skipping doses.,acyclovir,3,,,,
"Part of my treatment plan was to undergo an endoscopy to find out what the problem was initially.  The doctor who performed the endoscopy prescribed the Zantac.  In the first 24 hour period I felt no differently, but the second day I started to feel alot better.  At the end of the two weeks period of taking 2x tabs per day I felt completely back to normal.  I ceased taking the Zantac after my follow up visit with the doctor but was advised to keep some handy for future use.",zantac,1,,,,
"I went to my doctor to complain about the yeast infections.  It seemed like every time I inserted a new NuvaRing, I got a yeast infection.  She told me to use Monistat, and see if that works.  It worked for a week, but then I developed another yeast infection.   I went back to my doctor/gyno.  She prescribed me Diflucan, an antifungal pill taken by mouth.  I was to take 1 pill every time I started a new ring.  I still had yeast infections.  My doctor then advised me to take the Diflucan every other day for 3 days after starting a new ring.  No improvement.   She then prescribed me a vaginal cream containing steroids and an  anti-inflammatory.   I gave up -  the next time I went to the doctor, I had her prescribe me a new birth control.  I'm back on the pill, Loeastrin24FE.  Haven't had a yeast infection since the switch off the nuvaring.",nuvaring,-7,,,,
"I discovered that I had to take the Zyrtec at dinner-time.  If I forgot and knew I had a busy day or early appointments/meetings, I must skip that day's dosage.  If I don't take it continuously, it is nowhere near as affective.",zyrtec,-1,,,,
"Extremely effective in reducing anxiety and depression. Makes you less self-conscious and able to go outside for walks, pass crowded patios without having to cross over to the other side of the street because you are affraid of being watched. Highly effective in reducing irritability and increasing patience. A lot less side effects than other anti-depressants. You do not feel drowsy or drugged. Neither do you get any stomach upsets.",paxil,0,,,,
"I suggest to anyone who doesn't think that these synthetic drugs are really curing their sympoms, go online and research dessiccated thyroid, like Armour.  stopthethyroidmadness.com",tirosint,2,,,,
40mg. daily for 6 months.,celexa,0,,,,
